index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime
14904,41,management,married,secondary,no,0,no,yes,cellular,7,jul,630,3,-1,0,unknown,no,2024-07-01
13627,56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,75,4,-1,0,unknown,no,2024-06-01
15677,44,technician,married,secondary,no,381,yes,no,cellular,9,jul,92,1,-1,0,unknown,no,2024-07-01
8545,40,services,married,secondary,no,-116,yes,no,unknown,29,may,176,3,-1,0,unknown,no,2024-05-01
22241,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,jul,124,10,-1,0,unknown,no,2024-07-01
43728,38,services,married,secondary,no,129,yes,no,cellular,5,may,205,2,-1,0,unknown,no,2024-05-01
37098,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no,2024-02-01
1285,48,technician,married,secondary,no,-500,yes,no,unknown,7,may,78,5,-1,0,unknown,no,2024-05-01
45,53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,1,-1,0,unknown,no,2024-05-01
773,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no,2024-05-01
21781,27,technician,single,secondary,no,3267,no,yes,cellular,31,jul,62,13,-1,0,unknown,no,2024-07-01
1361,32,admin.,married,secondary,no,1293,yes,no,unknown,7,may,161,2,-1,0,unknown,no,2024-05-01
48064,29,management,single,tertiary,no,13,yes,no,cellular,15,may,26,6,-1,0,unknown,no,2024-05-01
49140,24,blue-collar,single,primary,no,174,yes,no,cellular,18,may,22,3,-1,0,unknown,no,2024-05-01
30917,31,admin.,single,secondary,no,482,yes,no,cellular,18,nov,183,1,-1,0,unknown,no,2024-11-01
35379,38,admin.,married,secondary,no,-241,no,no,cellular,29,jan,570,2,-1,0,unknown,no,2024-01-01
27523,41,technician,married,secondary,no,2039,no,no,cellular,25,aug,160,4,-1,0,unknown,no,2024-08-01
5075,36,management,married,tertiary,no,806,yes,no,unknown,20,may,280,1,-1,0,unknown,no,2024-05-01
8152,36,technician,married,secondary,yes,947,yes,no,unknown,28,may,452,2,-1,0,unknown,no,2024-05-01
37044,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,no,2024-02-01
4953,34,admin.,married,secondary,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,no,2024-05-01
23887,46,blue-collar,married,primary,no,7982,no,no,cellular,8,aug,263,5,-1,0,unknown,no,2024-08-01
2783,45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no,2024-05-01
26315,51,blue-collar,married,secondary,no,51,no,yes,cellular,20,aug,214,8,-1,0,unknown,no,2024-08-01
15784,51,services,married,secondary,no,260,no,no,telephone,9,jul,183,2,-1,0,unknown,no,2024-07-01
19251,26,management,single,tertiary,no,14004,yes,no,cellular,23,jul,167,1,-1,0,unknown,no,2024-07-01
54707,43,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582,2,161,4,failure,no,2024-07-01
44489,32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,93,1,363,1,failure,no,2024-05-01
38546,31,technician,married,secondary,no,783,no,no,telephone,9,feb,10,5,-1,0,unknown,no,2024-02-01
7514,27,admin.,married,secondary,no,186,yes,no,unknown,27,may,136,2,-1,0,unknown,no,2024-05-01
45470,55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,no,2024-05-01
12872,52,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no,2024-11-01
10645,37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no,2024-06-01
47450,34,blue-collar,married,secondary,no,2436,yes,no,cellular,14,may,8,7,-1,0,unknown,no,2024-05-01
19533,28,admin.,married,secondary,no,1,yes,no,cellular,24,jul,50,4,-1,0,unknown,no,2024-07-01
534,58,retired,married,tertiary,no,0,no,no,cellular,21,aug,138,2,-1,0,unknown,no,2024-08-01
16175,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,-1,0,unknown,yes,2024-07-01
1551,57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no,2024-05-01
58193,28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes,2024-10-01
48033,34,management,single,tertiary,no,4782,yes,no,cellular,15,may,160,1,277,1,failure,no,2024-05-01
17263,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,-1,0,unknown,yes,2024-07-01
37460,69,retired,married,primary,no,324,no,no,cellular,12,aug,875,1,189,4,success,no,2024-08-01
3229,30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,no,2024-11-01
42761,28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes,2024-04-01
34270,31,technician,married,secondary,no,1230,no,no,cellular,21,nov,7,4,-1,0,unknown,no,2024-11-01
31683,35,services,single,secondary,no,0,yes,no,cellular,19,nov,305,4,-1,0,unknown,no,2024-11-01
55235,57,blue-collar,married,secondary,no,1686,no,no,telephone,22,feb,219,4,311,2,failure,no,2024-02-01
52881,61,management,married,tertiary,no,2931,no,no,cellular,6,oct,125,1,-1,0,unknown,no,2024-10-01
73,32,management,married,tertiary,no,0,yes,no,unknown,16,may,387,1,-1,0,unknown,no,2024-05-01
16353,34,management,married,tertiary,no,161,yes,no,cellular,11,jul,378,1,-1,0,unknown,no,2024-07-01
16442,48,admin.,divorced,secondary,no,0,no,yes,cellular,11,jul,487,3,-1,0,unknown,no,2024-07-01
46656,30,management,single,secondary,no,222,yes,no,cellular,13,may,254,3,-1,0,unknown,no,2024-05-01
37198,38,self-employed,married,secondary,no,581,yes,no,cellular,4,feb,281,5,-1,0,unknown,no,2024-02-01
33520,52,management,married,tertiary,no,7900,yes,no,cellular,20,nov,90,2,-1,0,unknown,no,2024-11-01
28990,39,housemaid,married,tertiary,no,315,no,no,cellular,28,aug,53,4,-1,0,unknown,no,2024-08-01
52056,42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,yes,2024-08-01
36962,33,management,single,tertiary,no,1724,no,no,cellular,3,feb,252,6,-1,0,unknown,no,2024-02-01
15503,34,blue-collar,married,secondary,yes,1,yes,no,cellular,9,jul,394,1,-1,0,unknown,no,2024-07-01
683,31,technician,married,secondary,no,17,yes,yes,unknown,6,may,120,1,-1,0,unknown,no,2024-05-01
11878,35,technician,single,tertiary,no,18,yes,yes,unknown,11,jun,111,10,-1,0,unknown,no,2024-06-01
30155,45,housemaid,married,secondary,no,20187,yes,no,cellular,17,nov,707,1,-1,0,unknown,no,2024-11-01
29019,38,management,married,tertiary,no,173,no,no,cellular,28,aug,32,8,-1,0,unknown,no,2024-08-01
50097,29,self-employed,single,tertiary,no,871,yes,no,cellular,2,jun,310,1,-1,0,unknown,no,2024-06-01
53818,39,student,single,unknown,no,64,no,no,cellular,12,nov,366,2,98,1,failure,no,2024-11-01
33833,30,technician,married,secondary,no,455,yes,no,cellular,21,nov,758,1,-1,0,unknown,yes,2024-11-01
5358,31,blue-collar,single,primary,no,5058,yes,no,unknown,20,may,157,1,-1,0,unknown,no,2024-05-01
14756,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown,yes,2024-07-01
7552,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,no,2024-05-01
47898,30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown,no,2024-05-01
6186,31,management,married,tertiary,no,7,yes,no,unknown,23,may,191,1,-1,0,unknown,no,2024-05-01
50042,26,management,single,tertiary,no,3178,no,no,cellular,2,jun,64,1,-1,0,unknown,no,2024-06-01
34444,41,admin.,single,secondary,yes,0,no,yes,cellular,21,nov,305,6,-1,0,unknown,no,2024-11-01
46314,36,management,married,secondary,no,339,yes,no,cellular,12,may,279,1,354,1,failure,no,2024-05-01
17272,52,services,married,secondary,no,497,yes,no,telephone,15,jul,265,5,-1,0,unknown,no,2024-07-01
47148,32,self-employed,married,secondary,no,8,yes,yes,cellular,13,may,251,2,-1,0,unknown,no,2024-05-01
37773,72,retired,married,primary,no,9160,no,no,cellular,5,feb,229,1,-1,0,unknown,no,2024-02-01
41153,55,management,married,secondary,no,566,yes,no,cellular,17,apr,107,1,-1,0,unknown,no,2024-04-01
57659,60,management,married,tertiary,no,315,no,no,cellular,1,sep,840,1,183,3,success,yes,2024-09-01
24972,45,blue-collar,married,secondary,no,241,no,no,cellular,13,aug,536,5,-1,0,unknown,no,2024-08-01
9613,54,self-employed,married,primary,no,277,yes,no,unknown,2,jun,360,3,-1,0,unknown,no,2024-06-01
23141,41,technician,married,secondary,no,-832,no,no,cellular,6,aug,226,5,-1,0,unknown,no,2024-08-01
16907,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes,2024-11-01
48793,27,management,single,secondary,no,565,yes,no,cellular,18,may,170,2,346,11,failure,no,2024-05-01
13985,41,technician,single,secondary,no,1147,yes,no,unknown,20,jun,17,10,-1,0,unknown,no,2024-06-01
55923,34,technician,single,secondary,no,1313,no,no,cellular,12,aug,176,1,21,6,failure,no,2024-08-01
8115,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no,2024-05-01
19256,47,management,married,tertiary,no,4386,yes,no,telephone,23,jul,43,1,-1,0,unknown,no,2024-07-01
20148,54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,97,1,-1,0,unknown,no,2024-07-01
1017,46,self-employed,married,tertiary,no,2303,yes,no,unknown,7,may,241,1,-1,0,unknown,no,2024-05-01
32832,35,management,married,tertiary,no,1801,no,no,cellular,20,nov,53,1,-1,0,unknown,no,2024-11-01
12041,58,management,married,primary,no,0,no,no,unknown,12,jun,77,6,-1,0,unknown,no,2024-06-01
18643,40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,2,-1,0,unknown,yes,2024-07-01
6679,36,technician,divorced,secondary,no,19,yes,yes,unknown,26,may,109,1,-1,0,unknown,no,2024-05-01
38759,24,self-employed,single,unknown,no,1179,no,no,cellular,10,feb,122,1,-1,0,unknown,no,2024-02-01
40758,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,no,2024-04-01
263,35,services,married,secondary,no,0,yes,no,cellular,24,jul,810,1,-1,0,unknown,no,2024-07-01
14745,39,management,married,tertiary,no,1007,yes,no,cellular,7,jul,86,2,-1,0,unknown,no,2024-07-01
57043,34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,3,458,1,success,yes,2024-07-01
54289,40,admin.,single,secondary,no,782,yes,no,cellular,21,dec,94,5,202,17,failure,no,2024-12-01
26364,38,management,married,tertiary,no,3440,no,no,cellular,20,aug,471,10,-1,0,unknown,no,2024-08-01
17103,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no,2024-07-01
2353,34,admin.,single,secondary,no,391,yes,no,cellular,29,jan,77,1,265,2,failure,no,2024-01-01
5822,29,management,single,tertiary,no,330,yes,no,unknown,21,may,315,1,-1,0,unknown,no,2024-05-01
2374,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,-1,0,unknown,no,2024-05-01
51056,19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,no,2024-10-01
8023,34,admin.,single,secondary,no,1103,yes,no,unknown,28,may,89,1,-1,0,unknown,no,2024-05-01
10593,48,management,married,tertiary,no,2960,no,no,unknown,5,jun,86,1,-1,0,unknown,no,2024-06-01
40333,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,yes,2024-04-01
50355,48,management,married,tertiary,no,-10,no,no,cellular,4,jun,144,1,-1,0,unknown,no,2024-06-01
39051,33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes,2024-02-01
38725,30,management,single,tertiary,no,82,no,no,cellular,9,feb,48,3,-1,0,unknown,no,2024-02-01
1383,50,blue-collar,married,primary,yes,354,yes,no,unknown,7,may,123,2,-1,0,unknown,no,2024-05-01
47441,49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,359,1,other,yes,2024-05-01
19859,39,management,married,tertiary,no,63,yes,no,cellular,24,jul,203,1,-1,0,unknown,no,2024-07-01
48077,39,blue-collar,married,secondary,no,1254,yes,no,cellular,15,may,133,1,353,5,other,no,2024-05-01
4832,26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1,0,unknown,no,2024-05-01
17237,38,technician,divorced,tertiary,no,1425,yes,no,cellular,15,jul,347,4,-1,0,unknown,no,2024-07-01
45944,36,unemployed,single,secondary,no,1806,yes,no,cellular,11,may,111,6,-1,0,unknown,no,2024-05-01
44112,28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150,1,-1,0,unknown,no,2024-05-01
43,57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no,2024-05-01
11648,45,housemaid,married,secondary,no,513,no,no,unknown,9,jun,126,3,-1,0,unknown,no,2024-06-01
43396,46,entrepreneur,married,secondary,no,212,yes,no,cellular,5,may,332,1,-1,0,unknown,no,2024-05-01
22045,52,blue-collar,married,primary,no,655,yes,yes,cellular,31,jul,155,3,-1,0,unknown,no,2024-07-01
57972,45,admin.,single,secondary,no,375,no,yes,unknown,22,sep,10,1,594,6,failure,no,2024-09-01
1391,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes,2024-05-01
49682,32,management,married,tertiary,no,410,yes,no,cellular,26,may,252,2,-1,0,unknown,no,2024-05-01
39324,31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success,yes,2024-06-01
43525,38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure,no,2024-05-01
30103,40,management,married,tertiary,no,5010,no,no,cellular,17,nov,49,1,-1,0,unknown,no,2024-11-01
55708,60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no,2024-06-01
47559,47,admin.,married,secondary,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,no,2024-05-01
10476,40,management,single,tertiary,no,-222,yes,no,cellular,8,may,291,1,337,1,failure,no,2024-05-01
5300,53,housemaid,married,secondary,no,736,yes,no,unknown,20,may,535,1,-1,0,unknown,no,2024-05-01
43067,45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes,2024-05-01
18424,27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no,2024-07-01
8750,40,blue-collar,married,primary,no,-476,yes,no,unknown,30,may,105,2,-1,0,unknown,no,2024-05-01
28951,50,blue-collar,married,secondary,no,6288,no,no,cellular,28,aug,20,14,-1,0,unknown,no,2024-08-01
52672,73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,yes,2024-09-01
2780,48,entrepreneur,married,secondary,no,86,yes,no,unknown,13,may,98,1,-1,0,unknown,no,2024-05-01
51142,41,admin.,divorced,secondary,no,490,yes,no,cellular,4,aug,182,1,-1,0,unknown,no,2024-08-01
48939,30,self-employed,single,unknown,no,-142,yes,no,cellular,18,may,144,1,-1,0,unknown,no,2024-05-01
40039,40,management,divorced,tertiary,no,1315,yes,no,cellular,9,apr,466,2,141,5,failure,no,2024-04-01
49062,54,retired,divorced,secondary,no,451,no,yes,cellular,18,may,42,4,280,5,failure,no,2024-05-01
7546,28,blue-collar,single,unknown,no,913,yes,no,unknown,27,may,580,2,-1,0,unknown,no,2024-05-01
41428,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes,2024-04-01
18826,43,technician,married,tertiary,no,788,no,yes,cellular,22,jul,168,3,-1,0,unknown,no,2024-07-01
22532,49,services,married,secondary,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,no,2024-08-01
19014,33,services,married,secondary,no,3444,yes,no,cellular,22,jul,487,4,-1,0,unknown,no,2024-07-01
42498,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes,2024-04-01
9957,35,blue-collar,married,unknown,no,56,yes,no,unknown,3,jun,130,1,-1,0,unknown,no,2024-06-01
39019,53,technician,married,secondary,no,264,no,no,telephone,27,feb,429,4,-1,0,unknown,no,2024-02-01
46349,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes,2024-05-01
29841,38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no,2024-11-01
39439,33,services,married,secondary,no,260,yes,no,cellular,31,mar,248,1,-1,0,unknown,no,2024-03-01
49026,29,technician,single,secondary,no,577,yes,no,cellular,18,may,18,4,-1,0,unknown,no,2024-05-01
12323,59,retired,married,primary,no,0,no,no,unknown,18,jun,1009,1,-1,0,unknown,no,2024-06-01
11706,27,technician,single,unknown,no,555,no,no,unknown,11,jun,240,9,-1,0,unknown,no,2024-06-01
31063,45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,no,2024-11-01
21269,53,entrepreneur,single,unknown,no,717,no,no,cellular,30,jul,594,2,-1,0,unknown,no,2024-07-01
27223,30,management,married,tertiary,no,696,no,no,cellular,22,aug,187,4,-1,0,unknown,no,2024-08-01
22101,37,self-employed,single,tertiary,no,1286,no,no,telephone,31,jul,37,7,-1,0,unknown,no,2024-07-01
56410,38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,unknown,yes,2024-05-01
32182,30,management,single,tertiary,no,2592,no,no,cellular,19,nov,50,1,-1,0,unknown,no,2024-11-01
29519,49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no,2024-08-01
41525,49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no,2024-04-01
29260,32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,no,2024-08-01
45869,30,management,married,tertiary,no,740,yes,yes,cellular,11,may,242,3,341,1,other,no,2024-05-01
57985,31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,305,2,842,1,failure,yes,2024-09-01
51526,57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes,2024-11-01
48277,41,admin.,divorced,secondary,no,2550,yes,no,cellular,15,may,894,2,347,2,failure,no,2024-05-01
9181,43,services,married,secondary,no,192,yes,yes,unknown,30,may,273,2,-1,0,unknown,no,2024-05-01
31197,33,management,single,tertiary,no,275,no,no,cellular,18,nov,348,1,-1,0,unknown,no,2024-11-01
17177,29,management,married,tertiary,no,0,yes,no,cellular,6,may,667,2,-1,0,unknown,yes,2024-05-01
19733,37,technician,single,secondary,no,133,yes,no,cellular,24,jul,576,2,-1,0,unknown,no,2024-07-01
50836,45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown,yes,2024-07-01
11228,49,admin.,single,secondary,no,4509,no,no,unknown,6,jun,42,2,-1,0,unknown,no,2024-06-01
9572,41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no,2024-08-01
20178,27,technician,single,secondary,no,1359,no,yes,telephone,25,jul,199,1,-1,0,unknown,no,2024-07-01
24969,59,management,single,tertiary,no,684,no,no,cellular,13,aug,48,13,-1,0,unknown,no,2024-08-01
6713,34,services,married,secondary,no,-538,yes,no,unknown,26,may,682,1,-1,0,unknown,yes,2024-05-01
1278,52,services,divorced,secondary,no,220,yes,no,unknown,7,may,143,3,-1,0,unknown,no,2024-05-01
49738,49,housemaid,married,primary,no,5038,yes,no,telephone,27,may,108,1,-1,0,unknown,no,2024-05-01
28021,32,technician,single,secondary,no,316,no,no,cellular,26,aug,137,2,-1,0,unknown,no,2024-08-01
54574,63,retired,married,secondary,no,2716,no,no,cellular,25,jan,205,1,-1,0,unknown,no,2024-01-01
45962,55,management,married,tertiary,no,42,yes,no,telephone,11,may,386,2,-1,0,unknown,no,2024-05-01
39732,65,retired,married,primary,no,3713,no,no,cellular,7,apr,43,3,-1,0,unknown,no,2024-04-01
10648,46,blue-collar,married,primary,no,5164,yes,no,unknown,5,jun,267,11,-1,0,unknown,no,2024-06-01
6897,35,technician,married,secondary,no,23,yes,no,unknown,26,may,147,1,-1,0,unknown,no,2024-05-01
57303,33,technician,married,secondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no,2024-08-01
24142,35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown,yes,2024-08-01
25968,56,management,married,tertiary,no,0,no,no,cellular,17,nov,194,1,-1,0,unknown,no,2024-11-01
41103,33,management,married,tertiary,no,3669,yes,no,cellular,17,apr,370,1,-1,0,unknown,no,2024-04-01
32372,53,technician,married,unknown,no,6921,yes,no,cellular,19,nov,130,3,188,2,other,no,2024-11-01
39456,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,yes,2024-04-01
29380,33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,unknown,no,2024-08-01
41957,32,technician,single,tertiary,no,1306,no,no,cellular,20,apr,517,1,-1,0,unknown,no,2024-04-01
28412,42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,78,8,-1,0,unknown,no,2024-08-01
12224,52,management,married,primary,no,740,no,no,unknown,16,jun,206,1,-1,0,unknown,no,2024-06-01
4423,40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,may,22,4,-1,0,unknown,no,2024-05-01
52138,25,student,single,secondary,no,469,no,no,cellular,24,feb,524,1,187,2,success,no,2024-02-01
46085,36,blue-collar,single,primary,no,109,yes,no,telephone,12,may,200,2,370,2,failure,no,2024-05-01
