Success,Expectation Type,Column,Column Pair,Max Value,Min Value,Element Count,Unexpected Count,Unexpected Percent,Value Set,Unexpected Value,Observed Value
True,expect_column_to_exist,first,"('', '')",,,,,,,[],
True,expect_column_values_to_not_be_null,first,"('', '')",,,18153,0,0.0,,[],
True,expect_column_values_to_be_in_set,first,"('', '')",,,18153,0,0.0,"['Charles', 'Erica', 'Mark', 'Kristina', 'Ariana', 'Connie', 'Diana', 'Frederick', 'Debbie', 'Joseph', 'Dorothy', 'Paula', 'Renee', 'Gregory', 'Misty', 'Cynthia', 'Andrea', 'Brittany', 'Melinda', 'Stacy', 'Erika', 'Jacob', 'Kristen', 'Carl', 'Kaitlyn', 'Helen', 'Vanessa', 'Donna', 'Beth', 'Kendra', 'Matthew', 'Holly', 'Kenneth', 'Stephanie', 'Tyler', 'Rebecca', 'Lori', 'Monique', 'Kristin', 'Shelby', 'Eric', 'William', 'Judith', 'Gabriella', 'Cody', 'Mike', 'Spencer', 'Jenna', 'Anthony', 'Kimberly', 'Collin', 'Marcia', 'Sophia', 'James', 'Jared', 'Ian', 'Thomas', 'Breanna', 'Alicia', 'Paul', 'Antonio', 'Timothy', 'Pamela', 'Jennifer', 'Olivia', 'Ronald', 'Stephen', 'Brian', 'Micheal', 'Jack', 'Peter', 'Sally', 'Joel', 'Juan', 'Bryan', 'Casey', 'Tiffany', 'Melody', 'Alyssa', 'Emily', 'Katelyn', 'Christie', 'Claire', 'Jim', 'Erin', 'Francisco', 'Hayden', 'Alex', 'Allison', 'Michael', 'Warren', 'Valerie', 'Julia', 'Judy', 'Kevin', 'Krystal', 'Scott', 'Lindsay', 'Michele', 'Joshua', 'Tammy', 'Susan', 'Robin', 'Dakota', 'Vicki', 'Theresa', 'Adriana', 'Christine', 'Ana', 'Anna', 'Zachary', 'Kelsey', 'Mario', 'Dalton', 'Carol', 'Chris', 'Leah', 'Nathan', 'Cory', 'Patricia', 'Mckenzie', 'Bryce', 'Tamara', 'Kathy', 'Katherine', 'Heather', 'George', 'Louis', 'Mary', 'Meredith', 'Derek', 'Gary', 'Cesar', 'Xavier', 'Jeff', 'Rick', 'Bethany', 'Robert', 'Wesley', 'Brenda', 'Veronica', 'Randall', 'Tami', 'Jessica', 'Mackenzie', 'Julie', 'Nicholas', 'Ruth', 'Jeffrey', 'Dawn', 'Jeremy', 'Christopher', 'Guy', 'Connor', 'Ellen', 'Shannon', 'Laura', 'Ann', 'Tara', 'Drew', 'Phillip', 'Melvin', 'Regina', 'Harry', 'Brent', 'Sean', 'Angela', 'Sarah', 'Taylor', 'Jeffery', 'Larry', 'Jordan', 'Monica', 'Jose', 'Morgan', 'Steven', 'Sheri', 'Jonathan', 'Maureen', 'Erik', 'Peggy', 'Joanne', 'Brandy', 'Ryan', 'Greg', 'Alice', 'Roberta', 'Aaron', 'Kathleen', 'Tammie', 'Sherry', 'Douglas', 'Lawrence', 'Grace', 'Gail', 'Jason', 'Felicia', 'Rachel', 'Danielle', 'Jodi', 'Patrick', 'Justin', 'Joe', 'Kyle', 'Omar', 'Elizabeth', 'Edward', 'Tina', 'Cassandra', 'Tracy', 'Dylan', 'Melissa', 'Crystal', 'Barbara', 'Carlos', 'Sonya', 'Marissa', 'Maria', 'Michelle', 'John', 'Rita', 'Terri', 'Candice', 'Angie', 'Bridget', 'Natasha', 'Daniel', 'Becky', 'Jackie', 'Melanie', 'Wayne', 'Bill', 'Randy', 'Dwayne', 'Kayla', 'Lance', 'Amber', 'Sandra', 'Julian', 'Debra', 'Jill', 'Leslie', 'Megan', 'Raymond', 'Willie', 'Belinda', 'Catherine', 'Jerry', 'Tabitha', 'Vincent', 'Amanda', 'Jasmine', 'Whitney', 'Eddie', 'Samuel', 'Bobby', 'Amy', 'Sabrina', 'Toni', 'Allen', 'Ashley', 'Stanley', 'Jacqueline', 'Bianca', 'Linda', 'Audrey', 'Sydney', 'Denise', 'Teresa', 'Sara', 'Kylie', 'Joanna', 'David', 'Briana', 'Victoria', 'Shawn', 'Adam', 'Gloria', 'Billy', 'Derrick', 'Ricky', 'Cristian', 'Hannah', 'Craig', 'Haley', 'Benjamin', 'Brooke', 'Sheila', 'Jamie', 'Janet', 'Brianna', 'Corey', 'Brandon', 'Philip', 'Christian', 'Martin', 'Carrie', 'Karen', 'Cheryl', 'Gina', 'Travis', 'April', 'Frank', 'Kathryn', 'Curtis', 'Nancy', 'Tommy', 'Kelly', 'Donald', 'Andrew', 'Diane', 'Tanya', 'Gerald', 'Lisa', 'Lauren', 'Tanner', 'Hailey', 'Dustin', 'Richard', 'Bradley', 'Destiny', 'Dale', 'Christina', 'Walter', 'Alan', 'Margaret', 'Sharon', 'Keith', 'Savannah', 'Deborah', 'Carolyn', 'Natalie', 'Jesse', 'Kurt', 'Kara', 'Johnny', 'Terrance']",[],
True,expect_column_to_exist,last,"('', '')",,,,,,,[],
True,expect_column_values_to_not_be_null,last,"('', '')",,,18153,0,0.0,,[],
True,expect_column_values_to_be_in_set,last,"('', '')",,,18153,0,0.0,"['Carrillo', 'Hooper', 'Banks', 'Jones', 'Sheppard', 'Bell', 'Dickerson', 'Pennington', 'Obrien', 'Russell', 'Willis', 'Kirk', 'Evans', 'Joseph', 'Gregory', 'Farmer', 'Novak', 'Weaver', 'Gomez', 'Koch', 'Gamble', 'Robertson', 'Prince', 'Blanchard', 'Clark', 'Kirby', 'Dominguez', 'Cannon', 'Simpson', 'Lloyd', 'Nunez', 'Park', 'Villarreal', 'Hurst', 'Doyle', 'Norman', 'Alexander', 'Nixon', 'Fitzpatrick', 'Jenkins', 'Estrada', 'Foley', 'Stark', 'Perkins', 'Copeland', 'Vargas', 'Abbott', 'Tyler', 'Martinez', 'Garrett', 'Maxwell', 'Rose', 'Hensley', 'Wheeler', 'Montoya', 'Barnes', 'Lam', 'Cooper', 'Terry', 'Rivera', 'Logan', 'Marshall', 'Byrd', 'Brooks', 'Chavez', 'Butler', 'Marsh', 'Sutton', 'Patton', 'Blackwell', 'Hopkins', 'Spencer', 'Aguilar', 'Ellis', 'Cole', 'Anthony', 'Morales', 'Wood', 'White', 'Nguyen', 'Grant', 'James', 'Hickman', 'Powell', 'Hendrix', 'Ramirez', 'Johns', 'Mueller', 'Short', 'Watson', 'Thomas', 'Chase', 'Olson', 'Shaffer', 'Leon', 'House', 'Bennett', 'Padilla', 'Mitchell', 'Gill', 'Krause', 'Huerta', 'Frost', 'Yoder', 'Drake', 'Owens', 'Casey', 'Baker', 'Tapia', 'Molina', 'Farley', 'Hill', 'Rodgers', 'Schmidt', 'Grimes', 'Gay', 'Escobar', 'Mcmahon', 'Delacruz', 'Hayden', 'Mathis', 'Sherman', 'Sandoval', 'Mcdonald', 'Nash', 'Warren', 'Wade', 'Pena', 'Perry', 'Walker', 'Scott', 'Velazquez', 'Fox', 'Young', 'Vance', 'Roberson', 'Wilson', 'Stewart', 'Skinner', 'Burns', 'Mcintyre', 'Dickson', 'Wise', 'Hodges', 'Moody', 'Johnston', 'Williams', 'Mendez', 'Newman', 'Burton', 'Bryant', 'Hall', 'Flores', 'Horn', 'Haynes', 'Lee', 'Ayers', 'Dillon', 'Howard', 'Gonzalez', 'Moss', 'Jensen', 'Hayes', 'Mcbride', 'Cain', 'Schwartz', 'Fitzgerald', 'Hudson', 'Beck', 'Chung', 'Rogers', 'Dawson', 'Salazar', 'Murphy', 'Preston', 'Mason', 'Clarke', 'George', 'Daniels', 'Gallagher', 'Hernandez', 'Benitez', 'Caldwell', 'Bernard', 'Santos', 'Lopez', 'Rosales', 'Black', 'Beltran', 'Bridges', 'Nelson', 'Stevens', 'Jacobs', 'Webb', 'Munoz', 'Henry', 'Edwards', 'Harvey', 'Carroll', 'Cohen', 'Cook', 'Baldwin', 'Osborne', 'Franco', 'Rodriguez', 'Tran', 'Briggs', 'Lewis', 'Combs', 'Colon', 'Turner', 'Ortega', 'West', 'Mccormick', 'Williamson', 'Stephenson', 'Bishop', 'Francis', 'Whitehead', 'Eaton', 'Graham', 'Long', 'Goodman', 'Love', 'Khan', 'Elliott', 'Mccarthy', 'Peters', 'Stephens', 'Garner', 'Gordon', 'Zuniga', 'Fernandez', 'Riddle', 'Harris', 'Blair', 'Shah', 'Zimmerman', 'Garcia', 'Phillips', 'Holt', 'Lin', 'Singh', 'Diaz', 'Ayala', 'Hardy', 'Taylor', 'Jordan', 'Dixon', 'Frey', 'Mclaughlin', 'Campbell', 'Tucker', 'Hanson', 'Knight', 'Brown', 'Nolan', 'Morgan', 'Payne', 'Carter', 'Ryan', 'Summers', 'Quinn', 'Smith', 'Bowen', 'Reyes', 'Lawrence', 'Juarez', 'Camacho', 'Guerra', 'Howell', 'Hawkins', 'Wagner', 'Blankenship', 'Weber', 'Middleton', 'Patrick', 'Humphrey', 'Anderson', 'Bonilla', 'Small', 'Wright', 'Best', 'Adams', 'Mckee', 'Parrish', 'Melton', 'Harper', 'Vaughan', 'Thornton', 'Roy', 'Conner', 'Webster', 'Myers', 'Key', 'Adkins', 'Fleming', 'Heath', 'Floyd', 'Washington', 'Boyd', 'Nichols', 'Mclean', 'Sanders', 'Jimenez', 'Barnett', 'Foster', 'Lynch', 'Wilkinson', 'Roberts', 'Boone', 'Mcclure', 'Werner', 'Daniel', 'Faulkner', 'Leblanc', 'Johnson', 'Powers', 'Richards', 'Reese', 'Mayo', 'Conway', 'Parsons', 'Lowe', 'Mendoza', 'Carson', 'Forbes', 'Wall', 'Hunter', 'May', 'Mann', 'Massey', 'Walls', 'Shaw', 'Waters', 'Fuller', 'Davis', 'Dunn', 'Raymond', 'Sullivan', 'Patel', 'Stein', 'Perez', 'Meza', 'Hines', 'Fowler', 'King', 'Velasquez', 'Ford', 'Keller', 'Orozco', 'Roach', 'Whitney', 'Pruitt', 'Torres', 'Davies', 'Hart', 'Sanchez', 'Hughes', 'Moreno', 'Berry', 'Roman', 'Allen', 'Ashley', 'Castro', 'Pugh', 'Cabrera', 'Greene', 'Glover', 'Morrison', 'Mckinney', 'Villegas', 'Gutierrez', 'Gilbert', 'Rice', 'Ballard', 'Bentley', 'Rowe', 'Lambert', 'Parker', 'Ross', 'Gibson', 'Gross', 'Potter', 'Bush', 'Holland', 'Everett', 'Choi', 'Chandler', 'Thompson', 'Yu', 'Walsh', 'Simmons', 'Ward', 'Wallace', 'Miles', 'Carpenter', 'Odom', 'Mayer', 'Becker', 'Robinson', 'Warner', 'Lawson', 'Leach', 'Lane', 'Jackson', 'Crane', 'Mills', 'Cox', 'Martin', 'Conley', 'Price', 'Vega', 'Moore', 'Matthews', 'Frank', 'Curtis', 'Woods', 'Kelly', 'Kim', 'Alvarez', 'Flowers', 'Miller', 'Waller', 'Dean', 'Robles', 'Luna', 'Erickson', 'Fisher', 'Farrell', 'Cross', 'Burgess', 'Bailey', 'Stanton', 'Wolfe', 'Andrade', 'Mcgee', 'Gray', 'Kemp', 'Collins', 'Maldonado', 'Daugherty', 'Curry', 'Patterson', 'Hunt', 'Terrell', 'Garza', 'Flynn', 'Serrano', 'Pittman', 'Cruz', 'Vasquez', 'Carr', 'Arnold', 'Hogan', 'Rhodes', 'Page', 'Hale', 'Cummings', 'Castaneda', 'Walters', 'Murray', 'Duarte', 'Ray', 'Strickland']",[],
True,expect_column_to_exist,gender,"('', '')",,,,,,,[],
True,expect_column_values_to_not_be_null,gender,"('', '')",,,18153,0,0.0,,[],
True,expect_column_values_to_be_in_set,gender,"('', '')",,,18153,0,0.0,"['M', 'F']",[],
True,expect_column_to_exist,street,"('', '')",,,,,,,[],
True,expect_column_values_to_not_be_null,street,"('', '')",,,18153,0,0.0,,[],
